onset	duration	eventnumber	sequencenumber	condition	streamnumber	stimnumber	objectstimnumber	letterstimnumber	objecttarget	lettertarget	is2back	objectstim	letterstim	response	rt	correct	time_stimon	time_stimoff
3492.75	100	0	0	0	0	0	6	12	0	0	0	stim007_stimuli_original_animals_fish_3.png	T	0	0	0	98.2333209000062	98.4337748999242
3592.75	100	1	0	0	0	1	7	5	0	0	0	stim008_stimuli_original_animals_fish_4.png	F	0	0	0	98.6333214999177	98.8333041999722
3692.75	100	2	0	0	0	2	4	6	0	0	0	stim005_stimuli_original_animals_fish_1.png	G	0	0	0	99.0333137999987	99.2333126999438
3792.75	100	3	0	0	0	3	0	0	0	0	0	stim001_stimuli_original_animals_birds_1.png	A	0	0	0	99.4333241999848	99.6333233999321
3892.75	100	4	0	0	0	4	9	11	0	0	0	stim010_stimuli_original_vehicles_boats_2.png	R	0	0	0	99.8333386000013	100.033333499916
3993	100	5	0	0	0	5	5	3	0	0	0	stim006_stimuli_original_animals_fish_2.png	D	0	0	0	100.233387999935	100.433343400015
4092.75	100	6	0	0	0	6	13	10	0	0	0	stim014_stimuli_original_vehicles_planes_2.png	Q	0	0	0	100.633369599935	100.833357099909
4192.75	100	7	0	0	0	7	15	14	0	0	0	stim016_stimuli_original_vehicles_planes_4.png	V	0	0	0	101.033366999938	101.233369499911
4293	100	8	0	0	0	8	1	1	0	0	0	stim002_stimuli_original_animals_birds_2.png	B	0	0	0	101.433380499948	101.633375099977
4393	100	9	0	0	0	9	5	2	1	0	0	stim006_stimuli_original_animals_fish_2.png	C	0	0	0	101.833388399915	102.033386199968
4493	100	10	0	0	0	10	12	8	0	0	0	stim013_stimuli_original_vehicles_planes_1.png	K	d	102.425225500017	0	102.23340259993	102.433410299942
4593	100	11	0	0	0	11	5	4	1	0	1	stim006_stimuli_original_animals_fish_2.png	E	d	102.825210499926	1	102.633413199917	102.833437299938
4693	100	12	0	0	0	12	8	12	0	1	0	stim009_stimuli_original_vehicles_boats_1.png	T	0	0	0	103.033423799905	103.233418499934
4793	100	13	0	0	0	13	14	7	0	0	0	stim015_stimuli_original_vehicles_planes_3.png	J	0	0	0	103.433454499929	103.63343009993
